OrderID,OrderDate,Region,Category,Sub-Category,CustomerSegment,PaymentMethod,ShipMode,Quantity,UnitPrice,Discount,Sales,Profit
O4985,2032-11-29,West,Electronics,Vegetables,Home Office,Wallet,Express,8,2894.91,0.33,15516.717599999998,2619.32
O4986,2032-11-30,West,Groceries,Snacks,Home Office,Credit Card,Same Day,4,4789.27,0.09,17432.9428,2942.79
O4987,2032-12-01,North,Groceries,Indoor,Corporate,Debit Card,Express,6,2186.38,0.28,9445.1616,1594.4
O4988,2032-12-02,East,Clothing,Microwave,Consumer,Wallet,Express,2,924.87,0.17,1535.2841999999998,259.17
O4989,2032-12-03,West,Toys,Kids,Consumer,UPI,Express,2,2392.51,0.03,4641.4694,783.51
O4990,2032-12-04,,Groceries,Women,Consumer,Credit Card,Standard,8,2210.89,0.3,12380.983999999999,2089.99
O4991,2032-12-05,North,Groceries,Kids,Home Office,Credit Card,Standard,1,2610.03,0.3,1827.021,308.41
O4992,2032-12-06,West,Toys,Refrigerator,Corporate,UPI,Same Day,8,4049.34,0.11,28831.3008,4866.9
O4993,2032-12-07,North,Electronics,Laptop,Corporate,Debit Card,Same Day,1,3295.14,0.37,2075.9382,350.43
O4994,2032-12-08,South,Groceries,Kids,Home Office,Cash,Standard,9,967.11,0.31,6005.753099999999,1013.81
O4995,2032-12-09,West,Home Appliances,Laptop,Corporate,Credit Card,Express,1,3685.66,0.12,3243.3808,547.5
O4996,2032-12-10,West,Groceries,Microwave,Corporate,UPI,Express,4,2979.89,0.1,10727.604,1810.88
O4997,2032-12-11,South,Electronics,Microwave,Consumer,Cash,Standard,9,2912.64,0.18,21495.2832,3628.53
O4998,2032-12-12,South,Electronics,Indoor,Corporate,Credit Card,Same Day,1,3407.37,0.12,2998.4856,506.16
O4999,2032-12-13,South,Clothing,Men,Corporate,Wallet,Express,9,2841.63,0.09,23272.9497,3928.61
O5000,2032-12-14,West,Home Appliances,Outdoor,Home Office,UPI,Same Day,8,2314.69,0.16,15554.7168,2625.73
O5001,2032-12-15,East,Electronics,Women,Home Office,Wallet,Express,5,3219.88,0.01,15938.406,2690.5
O5002,2032-12-16,East,Toys,Microwave,Consumer,Debit Card,Same Day,6,3632.45,0.16,18307.547999999995,3090.42
O5003,2032-12-17,East,Home Appliances,Washing Machine,Home Office,Cash,Express,5,1167.55,0.09,5312.3525,896.76
O5004,2032-12-18,West,Home Appliances,Vegetables,Consumer,UPI,Same Day,4,2510.4,0.11,8937.024000000001,1508.62
O5005,2032-12-19,South,Toys,Beverages,Consumer,Credit Card,Same Day,4,2317.95,0.03,8993.645999999999,1518.18
O5006,2032-12-20,,Groceries,Washing Machine,Corporate,Credit Card,Same Day,8,247.52,0.24,1504.9216000000001,254.04
O5007,2032-12-21,South,Toys,Microwave,Consumer,Cash,Standard,8,4180.47,0.19,27089.445600000003,4572.86
O5008,2032-12-22,West,Toys,Headphones,Corporate,Wallet,Same Day,9,1918.04,0.3,12083.652,2039.79
O5009,2032-12-23,West,Groceries,TV,Consumer,Wallet,Standard,3,409.81,0.39,749.9523,126.6
O5010,2032-12-24,South,Groceries,Outdoor,Home Office,UPI,Standard,8,2316.6,0.05,17606.16,2972.03
O5011,2032-12-25,East,Groceries,Vegetables,Home Office,UPI,Same Day,3,849.33,0.11,2267.7111000000004,382.8
O5012,2032-12-26,South,Groceries,Snacks,Home Office,Wallet,Standard,2,3536.85,0.27,5163.8009999999995,871.68
O5013,2032-12-27,North,Groceries,Microwave,Consumer,UPI,Standard,2,2880.27,0.09,5242.0914,884.9
O5014,2032-12-28,North,Toys,Microwave,Consumer,Wallet,Standard,9,1387.06,0.01,12358.7046,2086.22
O5015,2032-12-29,South,Clothing,Outdoor,Corporate,Cash,Express,4,4754.85,0.04,18258.624,3082.17
O5016,2032-12-30,West,Clothing,Beverages,Corporate,UPI,Same Day,5,1494.14,0.17,6200.6810000000005,1046.71
O5017,2032-12-31,North,Electronics,TV,Corporate,Wallet,Standard,2,2797.23,0.17,4643.4018,783.83
O5018,2033-01-01,North,Clothing,Women,Corporate,UPI,Same Day,9,4017.76,0.39,22057.5024,3723.44
O5019,2033-01-02,West,Clothing,Outdoor,Consumer,Credit Card,Standard,7,2593.77,0.19,14706.6759,2482.58
O5020,2033-01-03,West,Toys,Women,Consumer,Credit Card,Same Day,3,4806.24,0.27,10525.665599999998,1776.8
O5021,2033-01-04,East,Groceries,Headphones,Corporate,Debit Card,Standard,6,4227.08,0.2,20289.984,3425.07
O5022,2033-01-05,West,Groceries,TV,Consumer,Wallet,Express,7,4609.04,0.11,28714.319199999998,4847.15
O5023,2033-01-06,South,Toys,Men,Consumer,Debit Card,Express,6,1894.88,0.04,10914.5088,1842.44
O5024,2033-01-07,South,Clothing,Indoor,Consumer,Wallet,Express,6,2764.36,0.34,10946.8656,1847.9
O5025,2033-01-08,East,Toys,Women,Consumer,UPI,Standard,8,4208.82,0.06,31650.326399999994,5342.77
O5026,2033-01-09,North,Electronics,Indoor,Corporate,Wallet,Same Day,8,4522.33,0.04,34731.494399999996,5862.89
O5027,2033-01-10,North,Groceries,Outdoor,Corporate,Credit Card,Standard,5,4724.6,0.09,21496.93,3628.81
O5028,2033-01-11,West,Home Appliances,Washing Machine,Consumer,UPI,Express,4,4401.8,0.0,17607.2,2972.2
O5029,2033-01-12,South,Electronics,Vegetables,Home Office,Credit Card,Standard,5,3667.24,0.03,17786.113999999998,3002.4
O5030,2033-01-13,North,Electronics,Beverages,Corporate,UPI,Same Day,9,169.86,0.25,1146.5550000000003,193.55
O5031,2033-01-14,East,Toys,Headphones,Corporate,Wallet,Express,6,1609.02,0.1,8688.707999999999,1466.71
O5032,2033-01-15,East,Clothing,Washing Machine,Home Office,Wallet,Standard,3,688.23,0.14,1775.6334,299.74
O5033,2033-01-16,South,Groceries,Beverages,Corporate,Credit Card,Same Day,3,816.06,0.33,1640.2805999999998,276.89
O5034,2033-01-17,East,Home Appliances,Indoor,Home Office,Cash,Express,1,1489.99,0.31,1028.0930999999998,173.55
O5035,2033-01-18,East,Electronics,Outdoor,Home Office,Wallet,Same Day,5,419.97,0.2,1679.8800000000003,283.57
O5036,2033-01-19,,Home Appliances,Women,Consumer,Cash,Same Day,6,1253.01,0.25,5638.545,951.82
O5037,2033-01-20,West,Clothing,Women,Corporate,UPI,Express,8,4787.05,0.03,37147.508,6270.72
O5038,2033-01-21,West,Clothing,Outdoor,Home Office,Cash,Standard,9,1594.12,0.3,10042.955999999998,1695.31
O5039,2033-01-22,East,Home Appliances,Outdoor,Consumer,Credit Card,Standard,7,840.58,0.21,4648.407400000001,784.68
O5040,2033-01-23,West,Groceries,Men,Corporate,Debit Card,Standard,1,3605.59,0.23,2776.3043000000002,468.66
O5041,2033-01-24,West,Clothing,Vegetables,Consumer,Debit Card,Standard,7,4151.1,0.27,21212.121000000003,3580.73
O5042,2033-01-25,East,Home Appliances,Laptop,Consumer,Credit Card,Same Day,9,1604.49,0.2,11552.328000000001,1950.1
O5043,2033-01-26,West,Electronics,Men,Home Office,Debit Card,Standard,4,1428.56,0.21,4514.2496,762.03
O5044,2033-01-27,East,Home Appliances,Fruits,Corporate,Credit Card,Standard,7,1246.71,0.2,6981.576000000001,1178.53
O5045,2033-01-28,North,Home Appliances,Snacks,Consumer,Wallet,Same Day,9,1996.64,0.2,14375.808000000003,2426.72
O5046,2033-01-29,South,Toys,Beverages,Home Office,Cash,Same Day,1,481.8,0.3,337.26,56.93
O5047,2033-01-30,South,Clothing,Microwave,Home Office,Debit Card,Express,9,3362.19,0.17,25115.559299999997,4239.66
O5048,2033-01-31,West,Groceries,Washing Machine,Consumer,Wallet,Same Day,4,4120.02,0.0,16480.08,2781.94
O5049,2033-02-01,West,Groceries,Snacks,Consumer,Debit Card,Express,8,3335.23,0.24,20278.1984,3423.08
O5050,2033-02-02,West,Toys,Outdoor,Home Office,UPI,Express,3,2134.94,0.38,3970.9883999999997,670.33
O5051,2033-02-03,South,Groceries,Washing Machine,Consumer,Credit Card,Standard,2,1480.36,0.1,2664.6479999999997,449.81
O5052,2033-02-04,North,Home Appliances,Women,Consumer,Credit Card,Standard,8,2076.76,0.33,11131.4336,1879.05
O5053,2033-02-05,North,Toys,Microwave,Corporate,Wallet,Standard,8,2148.0,0.18,14090.880000000001,2378.63
O5054,2033-02-06,South,Electronics,Indoor,Home Office,UPI,Same Day,3,3346.8,0.26,7429.896000000001,1254.21
O5055,2033-02-07,North,Clothing,Headphones,Consumer,Cash,Same Day,8,4643.9,0.36,23776.768,4013.66
O5056,2033-02-08,South,Clothing,Microwave,Home Office,UPI,Standard,6,399.4,0.31,1653.5159999999996,279.12
O5057,2033-02-09,North,Clothing,Beverages,Corporate,UPI,Standard,9,4769.1,0.35,27899.235,4709.56
O5058,2033-02-10,East,Home Appliances,Vegetables,Home Office,Cash,Same Day,6,4555.5,0.0,27333.0,4613.98
O5059,2033-02-11,East,Electronics,Beverages,Home Office,,Express,8,632.77,0.07,4707.8088,794.71
O5060,2033-02-12,South,Toys,TV,Home Office,UPI,Express,2,958.75,0.17,1591.5249999999999,268.66
O5061,2033-02-13,North,Toys,Indoor,Corporate,Debit Card,Standard,1,1592.4,0.34,1050.984,177.41
O5062,2033-02-14,West,Clothing,Kids,Corporate,Debit Card,Standard,2,2820.35,0.34,3722.8619999999996,628.44
O5063,2033-02-15,North,Electronics,Outdoor,Home Office,UPI,Standard,4,715.66,0.07,2662.2551999999996,449.4
O5064,2033-02-16,East,Electronics,TV,Home Office,Debit Card,Express,9,1041.66,0.06,8812.4436,1487.59
O5065,2033-02-17,East,Electronics,Fruits,Corporate,Cash,Standard,7,4518.24,0.33,21190.545599999998,3577.09
O5066,2033-02-18,North,Groceries,Indoor,Consumer,Cash,Express,9,591.04,0.22,4149.1008,700.39
O5067,2033-02-19,North,Groceries,Women,Corporate,Debit Card,Same Day,9,2024.45,0.25,13665.037499999999,2306.74
O5068,2033-02-20,West,Clothing,Fruits,Home Office,Cash,Same Day,9,3826.86,0.32,23420.383199999997,3953.5
O5069,2033-02-21,West,Electronics,Men,Consumer,Credit Card,Same Day,8,4448.49,0.08,32740.8864,5526.86
O5070,2033-02-22,North,Electronics,Washing Machine,Consumer,Cash,Standard,6,1713.41,0.05,9766.437,1648.63
O5071,2033-02-23,North,Toys,Kids,Consumer,UPI,Same Day,7,863.97,0.34,3991.5413999999996,673.8
O5072,2033-02-24,North,Toys,Fruits,Corporate,Wallet,Express,2,3698.21,0.04,7100.5632,1198.62
O5073,2033-02-25,North,Clothing,Washing Machine,Corporate,Debit Card,Express,1,3874.16,0.04,3719.1935999999996,627.82
O5074,2033-02-26,South,Electronics,Beverages,Corporate,Debit Card,Express,5,4901.17,0.11,21810.2065,3681.69
O5075,2033-02-27,North,Clothing,Snacks,Corporate,Cash,Standard,8,740.73,0.13,5155.4808,870.28
O5076,2033-02-28,West,Toys,Refrigerator,Home Office,Cash,Standard,3,3561.63,0.1,9616.401,1623.31
O5077,2033-03-01,East,Toys,Women,Consumer,Wallet,Express,7,2115.6,0.3,10366.439999999999,1749.92
O5078,2033-03-02,South,Groceries,Laptop,Home Office,Wallet,Express,5,4577.42,0.39,13961.131,2356.72
O5079,2033-03-03,North,Clothing,Headphones,Corporate,UPI,Express,8,2068.76,0.08,15226.073600000002,2570.25
O5080,2033-03-04,East,Clothing,Laptop,Corporate,Credit Card,Express,6,2257.5,0.31,9346.05,1577.67
O5081,2033-03-05,South,Electronics,Mobile,Home Office,UPI,Same Day,6,677.64,0.02,3984.5232,672.61
O5082,2033-03-06,East,Electronics,Outdoor,Consumer,Debit Card,Express,7,1638.64,0.05,10896.956,1839.47
O5083,2033-03-07,North,Groceries,Headphones,Consumer,Cash,Standard,7,2034.16,0.21,11248.9048,1898.88
O5084,2033-03-08,North,Home Appliances,Washing Machine,Corporate,UPI,Standard,4,136.67,0.4,328.008,55.37
O5085,2033-03-09,,Home Appliances,TV,Corporate,Cash,Standard,8,2215.99,0.38,10991.310399999998,1855.4
O5086,2033-03-10,North,Home Appliances,Snacks,Corporate,Cash,Standard,6,1714.78,0.04,9877.1328,1667.32
O5087,2033-03-11,North,Clothing,Mobile,Corporate,UPI,Standard,8,4029.01,0.1,29008.872000000003,4896.87
O5088,2033-03-12,South,Clothing,Kids,Consumer,UPI,Express,7,580.21,0.38,2518.1114000000002,425.07
O5089,2033-03-13,West,Toys,Washing Machine,Home Office,Wallet,Express,1,3813.05,0.06,3584.267,605.05
O5090,2033-03-14,South,Clothing,Washing Machine,Consumer,Credit Card,Same Day,4,3584.36,0.3,10036.208,1694.17
O5091,2033-03-15,East,Clothing,Indoor,Home Office,Wallet,Same Day,7,1246.82,0.0,8727.74,1473.3
O5092,2033-03-16,North,Clothing,Snacks,Corporate,Credit Card,Same Day,9,462.19,0.25,3119.7825000000003,526.64
O5093,2033-03-17,East,Groceries,Microwave,Corporate,UPI,Express,2,4217.08,0.2,6747.328,1138.99
O5094,2033-03-18,South,Clothing,Women,Home Office,Credit Card,Same Day,5,1284.68,0.19,5202.954000000001,878.29
O5095,2033-03-19,North,Electronics,Laptop,Corporate,Debit Card,Express,9,770.52,0.33,4646.2356,784.31
O5096,2033-03-20,North,Electronics,Refrigerator,Consumer,Wallet,Standard,9,1827.23,0.03,15951.7179,2692.75
O5097,2033-03-21,South,Toys,Men,Corporate,Wallet,Express,6,2034.37,0.15,10375.286999999998,1751.41
O5098,2033-03-22,South,Groceries,TV,Corporate,Wallet,Express,7,1664.14,0.18,9552.163600000002,1612.46
O5099,2033-03-23,South,Electronics,Indoor,Corporate,Cash,Standard,9,4883.58,0.05,41754.609,7048.43
O5100,2033-03-24,South,Groceries,Microwave,Corporate,Cash,Standard,8,4410.06,0.03,34222.0656,5776.89
O5101,2033-03-25,South,Groceries,Microwave,Consumer,UPI,Standard,6,4371.23,0.07,24391.463399999997,4117.43
O5102,2033-03-26,North,Toys,Men,Home Office,UPI,Same Day,6,2023.9,0.1,10929.060000000001,1844.89
O5103,2033-03-27,South,Groceries,Snacks,Corporate,Cash,Same Day,7,4816.2,0.39,20565.174,3471.53
O5104,2033-03-28,North,Clothing,Outdoor,Corporate,Wallet,Same Day,7,3435.88,0.19,19481.4396,3288.59
O5105,2033-03-29,North,Groceries,Snacks,Consumer,Cash,Standard,2,4168.37,0.2,6669.392,1125.83
O5106,2033-03-30,South,Toys,Refrigerator,Consumer,Credit Card,Same Day,9,2529.33,0.28,16390.0584,2766.74
O5107,2033-03-31,South,Toys,Vegetables,Consumer,Wallet,Standard,4,845.06,0.27,2467.5751999999998,416.54
O5108,2033-04-01,West,Toys,Mobile,Corporate,Cash,Standard,9,4440.08,0.2,31968.576,5396.49
O5109,2033-04-02,North,Electronics,Outdoor,Home Office,UPI,Standard,3,2457.81,0.14,6341.1498,1070.42
O5110,2033-04-03,South,Clothing,Snacks,Consumer,Cash,Same Day,5,4844.35,0.13,21072.9225,3557.24
O5111,2033-04-04,South,Electronics,Laptop,Consumer,Debit Card,Same Day,5,1311.56,0.02,6426.643999999999,1084.86
O5112,2033-04-05,South,Home Appliances,Men,Consumer,Cash,Standard,7,4962.28,0.36,22231.0144,3752.73
O5113,2033-04-06,West,Clothing,Beverages,Home Office,Wallet,Same Day,4,1151.0,0.31,3176.7599999999998,536.26
O5114,2033-04-07,West,Groceries,Outdoor,Corporate,Cash,Express,4,1872.43,0.25,5617.29,948.23
O5115,2033-04-08,East,Toys,Laptop,Corporate,UPI,Same Day,1,2990.38,0.16,2511.9192,424.03
O5116,2033-04-09,North,Home Appliances,Vegetables,Corporate,Credit Card,Standard,6,3481.95,0.23,16086.608999999999,2715.52
O5117,2033-04-10,East,Clothing,Women,Consumer,Debit Card,Standard,4,3615.4,0.19,11713.896,1977.38
O5118,2033-04-11,South,Electronics,Snacks,Corporate,Wallet,Standard,5,2407.45,0.11,10713.1525,1808.45
O5119,2033-04-12,West,Toys,TV,Consumer,UPI,Express,9,430.29,0.12,3407.8968,575.27
O5120,2033-04-13,West,Electronics,Vegetables,Home Office,Debit Card,Standard,4,2505.44,0.35,6514.144,1099.63
O5121,2033-04-14,East,Clothing,Outdoor,Home Office,,Standard,1,1706.71,0.25,1280.0325,216.08
O5122,2033-04-15,West,Clothing,Refrigerator,Corporate,Debit Card,Same Day,9,3305.4,0.0,29748.600000000002,5021.74
O5123,2033-04-16,South,Home Appliances,Laptop,Consumer,Credit Card,Express,5,952.26,0.13,4142.331,699.25
O5124,2033-04-17,West,Groceries,Mobile,Consumer,Debit Card,Same Day,7,1999.87,0.14,12039.2174,2032.29
O5125,2033-04-18,East,Electronics,TV,Corporate,Debit Card,Standard,3,4832.29,0.28,10437.746399999998,1761.95
O5126,2033-04-19,South,Home Appliances,Laptop,Home Office,Cash,Standard,4,489.89,0.28,1410.8832,238.17
O5127,2033-04-20,East,Toys,Beverages,Home Office,Cash,Express,9,3031.55,0.19,22099.9995,3730.61
O5128,2033-04-21,West,Groceries,Indoor,Home Office,Wallet,Standard,1,498.71,0.38,309.2002,52.19
O5129,2033-04-22,East,Home Appliances,Kids,Home Office,,Express,5,827.13,0.35,2688.1724999999997,453.78
O5130,2033-04-23,East,Electronics,Outdoor,Home Office,Debit Card,Same Day,8,3044.43,0.35,15831.036,2672.37
O5131,2033-04-24,North,Clothing,Laptop,Corporate,Credit Card,Express,7,2247.78,0.14,13531.635600000001,2284.22
O5132,2033-04-25,West,Toys,Fruits,Corporate,Cash,Same Day,4,2765.07,0.17,9180.0324,1549.65
O5133,2033-04-26,West,Electronics,Vegetables,Corporate,Wallet,Standard,7,4405.37,0.17,25595.199699999997,4320.62
O5134,2033-04-27,East,Groceries,Laptop,Home Office,Wallet,Same Day,1,4095.34,0.18,3358.1788000000006,566.88
O5135,2033-04-28,North,Groceries,Vegetables,Home Office,Debit Card,Same Day,6,4445.51,0.36,17070.758400000002,2881.65
O5136,2033-04-29,West,Clothing,Laptop,Corporate,Cash,Same Day,9,3100.46,0.1,25113.726,4239.35
O5137,2033-04-30,South,Clothing,Indoor,Corporate,Cash,Express,3,2473.73,0.32,5046.4092,851.86
O5138,2033-05-01,East,Toys,Refrigerator,Home Office,Wallet,Same Day,4,2323.03,0.21,7340.774800000001,1239.17
O5139,2033-05-02,West,Toys,Snacks,Consumer,Cash,Express,8,3712.05,0.1,26726.760000000002,4511.64
O5140,2033-05-03,South,Clothing,Mobile,Corporate,Debit Card,Express,5,2630.43,0.21,10390.1985,1753.93
O5141,2033-05-04,West,Clothing,TV,Home Office,Credit Card,Express,5,573.56,0.08,2638.3759999999997,445.37
O5142,2033-05-05,South,Groceries,Snacks,Home Office,Debit Card,Standard,1,752.6,0.04,722.496,121.96
O5143,2033-05-06,East,Clothing,Women,Corporate,Cash,Standard,6,1817.56,0.34,7197.5376,1214.99
O5144,2033-05-07,West,Home Appliances,Headphones,Consumer,Debit Card,Standard,2,385.73,0.28,555.4512,93.76
O5145,2033-05-08,West,Electronics,Snacks,Home Office,UPI,Express,1,1234.19,0.08,1135.4548000000002,191.67
O5146,2033-05-09,North,Clothing,TV,Corporate,UPI,Standard,6,3299.18,0.38,12272.949599999998,2071.75
O5147,2033-05-10,East,Toys,Women,Home Office,Cash,Same Day,5,111.53,0.01,552.0735,93.19
O5148,2033-05-11,South,Home Appliances,Refrigerator,Home Office,Cash,Express,5,3040.26,0.13,13225.131000000001,2232.48
O5149,2033-05-12,West,Toys,Women,Home Office,Credit Card,Standard,9,3873.17,0.01,34509.9447,5825.49
O5150,2033-05-13,West,Home Appliances,Outdoor,Home Office,Debit Card,Express,3,892.26,0.06,2516.1731999999997,424.75
O5151,2033-05-14,South,Clothing,Fruits,Consumer,Credit Card,Standard,1,945.79,0.07,879.5846999999999,148.48
O5152,2033-05-15,East,Electronics,Women,Corporate,Cash,Same Day,8,192.84,0.32,1049.0495999999998,177.09
O5153,2033-05-16,North,Toys,Washing Machine,Corporate,Cash,Express,5,2586.63,0.4,7759.89,1309.92
O5154,2033-05-17,North,Home Appliances,Headphones,Corporate,Wallet,Standard,5,3290.21,0.35,10693.1825,1805.07
O5155,2033-05-18,West,Groceries,Beverages,Corporate,Credit Card,Standard,8,2311.7,0.25,13870.199999999999,2341.37
O5156,2033-05-19,South,Clothing,Women,Corporate,Cash,Same Day,8,1977.77,0.29,11233.7336,1896.32
O5157,2033-05-20,West,Electronics,Washing Machine,Consumer,UPI,Same Day,2,2299.34,0.21,3632.9572000000003,613.27
O5158,2033-05-21,South,Clothing,Women,Home Office,Wallet,Standard,3,3918.56,0.17,9757.214399999999,1647.08
O5159,2033-05-22,North,Groceries,Outdoor,Home Office,Debit Card,Standard,1,215.9,0.28,155.448,26.24
O5160,2033-05-23,East,Electronics,Fruits,Corporate,Wallet,Express,3,3929.9,0.39,7191.717000000001,1214.01
O5161,2033-05-24,South,Groceries,TV,Home Office,Debit Card,Express,4,3348.39,0.01,13259.624399999999,2238.3
O5162,2033-05-25,North,Clothing,Washing Machine,Home Office,UPI,Standard,7,1245.06,0.13,7582.4154,1279.96
O5163,2033-05-26,West,Home Appliances,Women,Home Office,Debit Card,Same Day,9,2647.46,0.13,20729.6118,3499.28
O5164,2033-05-27,South,Clothing,Vegetables,Corporate,Credit Card,Express,5,293.99,0.17,1220.0584999999999,205.95
O5165,2033-05-28,East,Clothing,Men,Corporate,Debit Card,Standard,1,1928.96,0.25,1446.72,244.22
O5166,2033-05-29,West,Clothing,Fruits,Consumer,Debit Card,Same Day,2,911.51,0.21,1440.1858,243.11
O5167,2033-05-30,West,Toys,Indoor,Corporate,Wallet,Same Day,2,160.39,0.01,317.57219999999995,53.61
O5168,2033-05-31,North,Groceries,Men,Consumer,UPI,Standard,9,1817.59,0.16,13740.980399999999,2319.56
O5169,2033-06-01,South,Groceries,Indoor,Corporate,Debit Card,Standard,7,3644.26,0.25,19132.364999999998,3229.66
O5170,2033-06-02,West,Groceries,Refrigerator,Home Office,Credit Card,Express,2,4609.06,0.2,7374.496000000001,1244.86
O5171,2033-06-03,East,Toys,Indoor,Consumer,Wallet,Standard,1,3328.2,0.35,2163.33,365.18
O5172,2033-06-04,South,Home Appliances,Vegetables,Consumer,UPI,Express,5,2039.75,0.16,8566.949999999999,1446.15
O5173,2033-06-05,East,Clothing,Refrigerator,Consumer,UPI,Same Day,1,4997.51,0.01,4947.534900000001,835.17
O5174,2033-06-06,West,Home Appliances,Kids,Corporate,Cash,Express,9,1450.57,0.11,11619.0657,1961.37
O5175,2033-06-07,East,Toys,Men,Consumer,Credit Card,Standard,3,976.3,0.05,2782.4549999999995,469.7
O5176,2033-06-08,North,Groceries,Fruits,Corporate,Wallet,Express,2,2345.23,0.1,4221.414,712.6
O5177,2033-06-09,East,Clothing,TV,Consumer,Wallet,Same Day,6,2549.31,0.14,13154.4396,2220.55
O5178,2033-06-10,South,Electronics,Mobile,Corporate,Credit Card,Same Day,3,1806.38,0.27,3955.9722,667.79
O5179,2033-06-11,East,Electronics,Women,Consumer,UPI,Standard,5,3492.72,0.13,15193.331999999999,2564.73
O5180,2033-06-12,East,Home Appliances,Snacks,Home Office,Debit Card,Express,8,960.13,0.35,4992.676,842.79
O5181,2033-06-13,North,Groceries,Mobile,Home Office,Credit Card,Standard,2,2576.18,0.12,4534.0768,765.38
O5182,2033-06-14,East,Electronics,Outdoor,Consumer,,Standard,5,2525.63,0.05,11996.7425,2025.12
O5183,2033-06-15,East,Home Appliances,Women,Corporate,Credit Card,Same Day,8,4127.74,0.07,30710.385599999998,5184.1
O5184,2033-06-16,West,Toys,Indoor,Corporate,UPI,Express,1,4638.49,0.37,2922.2487,493.29
O5185,2033-06-17,West,Home Appliances,Snacks,Corporate,Cash,Standard,4,3333.17,0.18,10932.797600000002,1845.52
O5186,2033-06-18,South,Home Appliances,Indoor,Home Office,Cash,Same Day,5,1561.59,0.16,6558.678,1107.14
O5187,2033-06-19,,Home Appliances,Laptop,Home Office,Debit Card,Standard,3,3463.57,0.03,10078.9887,1701.39
O5188,2033-06-20,West,Clothing,TV,Home Office,Debit Card,Express,2,1294.29,0.29,1837.8917999999999,310.25
O5189,2033-06-21,West,Home Appliances,Washing Machine,Corporate,UPI,Standard,3,4834.39,0.28,10442.282400000002,1762.72
O5190,2033-06-22,West,Home Appliances,Women,Corporate,Debit Card,Express,5,4120.69,0.15,17512.932499999995,2956.29
O5191,2033-06-23,North,Clothing,Snacks,Corporate,Cash,Same Day,7,2184.39,0.28,11009.3256,1858.44
O5192,2033-06-24,,Clothing,Kids,Consumer,UPI,Same Day,2,3932.5,0.15,6685.25,1128.51
O5193,2033-06-25,North,Toys,Outdoor,Consumer,UPI,Standard,7,2072.85,0.03,14074.651499999998,2375.89
O5194,2033-06-26,North,Groceries,Snacks,Consumer,UPI,Same Day,6,419.32,0.3,1761.144,297.29
O5195,2033-06-27,West,Electronics,Fruits,Home Office,Credit Card,Standard,7,3548.51,0.39,15152.1377,2557.77
O5196,2033-06-28,East,Electronics,Headphones,Home Office,Debit Card,Standard,7,2052.84,0.26,10633.7112,1795.03
O5197,2033-06-29,North,Home Appliances,Outdoor,Corporate,Wallet,Express,9,4655.08,0.11,37287.190800000004,6294.3
O5198,2033-06-30,East,Toys,TV,Consumer,Cash,Standard,7,1567.48,0.11,9765.4004,1648.46
O5199,2033-07-01,East,Home Appliances,Mobile,Corporate,Debit Card,Express,6,4224.5,0.37,15968.61,2695.6
O5200,2033-07-02,West,Electronics,Microwave,Consumer,Cash,Standard,8,3418.17,0.12,24063.9168,4062.13
O5201,2033-07-03,South,Clothing,TV,Consumer,Debit Card,Express,7,4273.96,0.31,20643.2268,3484.7
O5202,2033-07-04,West,Groceries,Women,Corporate,Wallet,Same Day,6,1494.82,0.26,6637.0008,1120.37
O5203,2033-07-05,South,Toys,Vegetables,Corporate,Cash,Standard,4,2333.66,0.24,7094.3264,1197.57
O5204,2033-07-06,South,Clothing,Mobile,Consumer,Wallet,Express,7,4124.49,0.07,26850.4299,4532.52
O5205,2033-07-07,West,Groceries,Kids,Consumer,Cash,Standard,8,3236.9,0.01,25636.248,4327.55
O5206,2033-07-08,West,Toys,Indoor,Home Office,Credit Card,Express,8,1831.61,0.2,11722.304,1978.8
O5207,2033-07-09,South,Toys,Beverages,Corporate,Credit Card,Express,4,2584.38,0.4,6202.512,1047.02
O5208,2033-07-10,West,Electronics,Indoor,Corporate,Cash,Standard,9,4980.69,0.08,41240.1132,6961.58
O5209,2033-07-11,South,Clothing,Men,Corporate,Cash,Standard,3,3722.15,0.21,8821.4955,1489.12
O5210,2033-07-12,East,Toys,Indoor,Corporate,Wallet,Same Day,9,3091.89,0.27,20313.717299999997,3429.08
O5211,2033-07-13,West,Toys,Indoor,Consumer,UPI,Same Day,3,4148.16,0.19,10080.0288,1701.57
O5212,2033-07-14,East,Groceries,Indoor,Home Office,Cash,Same Day,7,2238.05,0.2,12533.080000000002,2115.66
O5213,2033-07-15,North,Electronics,TV,Corporate,Debit Card,Standard,4,4752.82,0.26,14068.347199999998,2374.82
O5214,2033-07-16,East,Home Appliances,TV,Consumer,Debit Card,Same Day,5,2782.51,0.33,9321.4085,1573.51
O5215,2033-07-17,East,Electronics,Mobile,Consumer,Debit Card,Express,3,1668.02,0.13,4353.5322,734.9
O5216,2033-07-18,South,Home Appliances,Fruits,Consumer,Credit Card,Standard,2,475.8,0.36,609.024,102.81
O5217,2033-07-19,East,Clothing,Kids,Consumer,Wallet,Express,8,1909.69,0.19,12374.791200000001,2088.94
O5218,2033-07-20,West,Clothing,Laptop,Consumer,Credit Card,Express,7,2864.76,0.26,14839.4568,2504.99
O5219,2033-07-21,South,Toys,Indoor,Corporate,Debit Card,Express,7,3531.08,0.04,23728.857599999996,4005.57
